"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"CH","2023-06-20","90.8","-1.99","5.59","Springer, George",543807,691587,,"ball",,,,,13,"George Springer strikes out swinging.","R","R","R","MIA","TOR","B",,,0,1,2023,"-1.3","0.68","-1.01","-0.17",,,,1,6,"Top",,,,,663743,,,5.30985529489395,-131.89116671928264,-10.021964190900206,-16.33843108970815,28.244333772605234,-22.253997395431114,"3.43","1.49",,,,"91.7",1632,"6.9",717690,691587,663743,493329,650333,542932,676070,650559,641658,624585,"53.58",,,,,,,,34,2,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",219,"0","0.019"
"SL","2023-06-20","87.9","-2.08","5.64","Springer, George",543807,691587,,"swinging_strike",,,,,9,"George Springer strikes out swinging.","R","R","R","MIA","TOR","S",,,0,0,2023,"0.23","0.43","0.3","1.85",,,,1,6,"Top",,,,,663743,,,5.31180196907155,-127.83581178397779,-3.9511549383689495,1.3798731403117075,27.523245254509394,-26.847357127178277,"3.55","1.61",,,,"88.4",2422,"6.7",717690,691587,663743,493329,650333,542932,676070,650559,641658,624585,"53.79",,,,,,,,34,1,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",182,"0","-0.026"
"FF","2023-06-20","97.7","-1.62","6.07","Springer, George",543807,691587,"field_out","hit_into_play",,,,,5,"George Springer flies out sharply to center fielder Garrett Hampson.","R","R","R","MIA","TOR","X",8,"fly_ball",1,1,2023,"-0.46","1.53","-0.05","2.37",,,,2,3,"Top",126.85,59.96,,,663743,,,5.35439692274501,-141.98530304318314,-8.048051832033169,-7.5057492490261435,34.00297255515076,-9.826658978544708,"3.55","1.61",344,"101.8",41,"98.5",2603,"6.9",717690,691587,663743,493329,650333,542932,676070,650559,641658,624585,"53.59",0.154,0.278,"0",1,0,0,5,16,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",210,"0.011","-0.1"
"SL","2023-06-20","85.7","-2.14","5.54","Springer, George",543807,691587,,"called_strike",,,,,8,"George Springer flies out sharply to center fielder Garrett Hampson.","R","R","R","MIA","TOR","S",,,1,0,2023,"-0.06","0.38","0.05","1.58",,,,2,3,"Top",,,,,663743,,,5.400515367839134,-124.70479759409108,-3.8923518884775667,-1.736512487632878,25.85273369225027,-27.62324722140486,"3.19","1.49",,,,"87",2285,"7.2",717690,691587,663743,493329,650333,542932,676070,650559,641658,624585,"53.31",,,,,,,,16,2,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",165,"0","-0.022"
"CH","2023-06-20","91","-2.07","5.5","Springer, George",543807,691587,,"ball",,,,,14,"George Springer flies out sharply to center fielder Garrett Hampson.","R","R","R","MIA","TOR","B",,,0,0,2023,"-1.34","0.76","0.63","0.18",,,,2,3,"Top",,,,,663743,,,9.787571430940648,-131.9184322292224,-9.135209105694429,-17.78500910207216,29.44701911255579,-21.400515602697226,"3.43","1.55",,,,"92.1",1806,"7.3",717690,691587,663743,493329,650333,542932,676070,650559,641658,624585,"53.23",,,,,,,,16,1,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",223,"0","0.016"
"FF","2023-06-20","96.5","2.61","5.14","Springer, George",543807,656945,"single","hit_into_play",,,,,13,"George Springer singles on a line drive to left fielder Bryan De La Cruz.   Ernie Clement scores.","R","R","L","MIA","TOR","X",7,"line_drive",3,0,2023,"0.45","1.41","-0.85","2.22",,676391,,1,8,"Top",89.54,101.6,,,663743,,,-10.221534760871366,-140.13185759132114,-5.422214002976552,8.131704208052762,30.74768332481854,-12.445945685174749,"3.55","1.61",186,"80.2",15,"96.6",2592,"6.4",717690,656945,663743,493329,650333,542932,676070,650559,641658,624585,"54.08",0.863,0.816,"0.9",1,1,0,4,51,4,"4-Seam Fastball",0,1,1,0,2,0,2,0,"Infield shade","Standard",145,"-0.096","0.492"
"FF","2023-06-20","95.9","2.68","5.09","Springer, George",543807,656945,,"ball",,,,,3,"George Springer singles on a line drive to left fielder Bryan De La Cruz.   Ernie Clement scores.","R","R","L","MIA","TOR","B",,,2,0,2023,"0.64","1.36","0.76","3.21",,676391,,1,8,"Top",,,,,663743,,,-6.5389619639843355,-139.61127387247797,-2.472000679493076,9.87475672166351,31.024450418660845,-13.976338700505206,"3.43","1.59",,,,"96.3",2649,"6.5",717690,656945,663743,493329,650333,542932,676070,650559,641658,624585,"54.01",,,,,,,,51,3,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Infield shade","Standard",149,"0","0.088"
"SL","2023-06-20","89.1","2.78","4.95","Springer, George",543807,656945,,"ball",,,,,13,"George Springer singles on a line drive to left fielder Bryan De La Cruz.   Ernie Clement scores.","R","R","L","MIA","TOR","B",,,1,0,2023,"-0.47","0.03","-1.9","0.83",,676391,,1,8,"Top",,,,,663743,,,-10.548850192057028,-129.41078390521292,-4.172619845235632,-3.16608226563775,26.367114184743972,-31.11898101268327,"3.41","1.59",,,,"89.5",2782,"6.6",717690,656945,663743,493329,650333,542932,676070,650559,641658,624585,"53.9",,,,,,,,51,2,"Slider",0,1,1,0,1,0,1,0,"Standard","Standard",283,"0","0.044"
"SL","2023-06-20","89.8","2.82","5.02","Springer, George",543807,656945,,"ball",,,,,13,"George Springer singles on a line drive to left fielder Bryan De La Cruz.   Ernie Clement scores.","R","R","L","MIA","TOR","B",,,0,0,2023,"-0.49","-0.17","-1.97","1.51",,676391,,1,8,"Top",,,,,663743,,,-10.847358711519409,-130.36585199803014,-2.3250627054851813,-3.355442266644463,27.416899443206972,-33.826233044237924,"3.45","1.59",,,,"90",2790,"6.6",717690,656945,663743,493329,650333,542932,676070,650559,641658,624585,"53.93",,,,,,,,51,1,"Slider",0,1,1,0,1,0,1,0,"Standard","Standard",253,"0","0.042"
"FF","2023-06-20","97.9","-1.73","6.05","Springer, George",543807,691587,"field_out","hit_into_play",,,,,9,"George Springer flies out to right fielder Jorge Soler.","R","R","R","MIA","TOR","X",9,"fly_ball",1,2,2023,"-0.41","1.35","0.72","2.21",,,,0,1,"Top",173.16,59.12,,,663743,,,7.686888370798708,-142.09390518038228,-8.070856861752523,-7.395064596470355,35.344944803638775,-12.185993623142561,"3.55","1.61",364,"96.6",31,"99.3",2674,"7.4",717690,691587,663743,493329,650333,542932,676070,650559,641658,624585,"53.1",0.277,0.477,"0",1,0,0,5,1,5,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",207,"0.022","-0.173"
"CH","2023-06-20","91.2","-1.84","5.72","Springer, George",543807,691587,,"foul",,,,,9,"George Springer flies out to right fielder Jorge Soler.","R","R","R","MIA","TOR","S",,,1,2,2023,"-1.28","0.91","0.49","1.99",,,,0,1,"Top",,,,,663743,,,8.78575155005968,-132.43178297307526,-5.483939999675676,-17.009327964401816,30.19237322219835,-20.485331016871637,"3.55","1.61",5,"77.1",-22,"92.4",1766,"7.3",717690,691587,663743,493329,650333,542932,676070,650559,641658,624585,"53.2",,,,,,,,1,4,"Changeup",0,0,0,0,0,0,0,0,"Infield shade","Standard",221,"0","0"
"SL","2023-06-20","87.7","-2.26","5.73","Springer, George",543807,691587,,"ball",,,,,14,"George Springer flies out to right fielder Jorge Soler.","R","R","R","MIA","TOR","B",,,0,2,2023,"0.24","0.18","0.75","1",,,,0,1,"Top",,,,,663743,,,6.867019020760501,-127.52042841485306,-5.690509612456429,1.1628649068677968,27.562604435188614,-29.225688624951683,"3.44","1.52",,,,"88.6",2372,"7",717690,691587,663743,493329,650333,542932,676070,650559,641658,624585,"53.48",,,,,,,,1,3,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",161,"0","0.022"
"FF","2023-06-20","97.7","-1.89","6","Springer, George",543807,691587,,"foul",,,,,5,"George Springer flies out to right fielder Jorge Soler.","R","R","R","MIA","TOR","S",,,0,1,2023,"-0.92","1.69","-0.05","2.36",,,,0,1,"Top",,,,,663743,,,7.197861252558243,-141.83355083502155,-8.325885880076154,-14.02309092956625,33.372926560838245,-7.60916392291194,"3.55","1.61",136,"81.5",75,"99.3",2734,"7.3",717690,691587,663743,493329,650333,542932,676070,650559,641658,624585,"53.16",,,,,,,,1,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",209,"0","-0.049"
"FF","2023-06-20","98.4","-1.92","5.94","Springer, George",543807,691587,,"foul",,,,,1,"George Springer flies out to right fielder Jorge Soler.","R","R","R","MIA","TOR","S",,,0,0,2023,"-0.82","1.56","-0.28","3.02",,,,0,1,"Top",,,,,663743,,,6.471510001806863,-143.03796475726125,-6.174176105195521,-12.78493409811585,33.75958442752004,-9.476109508547442,"3.55","1.61",230,"79.6",58,"100.2",2487,"7.4",717690,691587,663743,493329,650333,542932,676070,650559,641658,624585,"53.09",,,,,,,,1,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",218,"0","-0.038"
"SL","2023-06-19","82.8","-2.96","6.06","Springer, George",543807,663773,"strikeout","swinging_strike_blocked",,,,,14,"George Springer strikes out swinging.","R","R","R","MIA","TOR","S",2,,1,2,2023,"0.2","-0.64","0.42","-0.55",643376,,,2,3,"Top",,,,,607732,,,7.447289458092791,-120.1534041784014,-7.359969027584871,0.3813291113099571,25.111680144954725,-37.02197705695908,"3.57","1.62",,,,"83.8",2336,"7.3",717700,663773,607732,643265,650333,542932,621563,650559,641505,660821,"53.21",,0,"0",1,0,0,,19,4,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",51,"0.042","-0.252"
"SI","2023-06-19","93.4","-3.04","5.76","Springer, George",543807,663773,,"ball",,,,,12,"George Springer strikes out swinging.","R","R","R","MIA","TOR","B",,,0,2,2023,"-1.46","0.32","1.03","3.41",643376,,,2,3,"Top",,,,,607732,,,13.822196626500187,-135.405171015251,-1.0025302349228733,-20.944481851368792,27.9906256035174,-28.15115509964765,"3.51","1.57",,,,"94.5",2034,"7",717700,663773,607732,643265,650333,542932,621563,650559,641505,660821,"53.51",,,,,,,,19,3,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",237,"0","0.022"
"SL","2023-06-19","83.7","-3","6.06","Springer, George",543807,663773,,"swinging_strike",,,,,9,"George Springer strikes out swinging.","R","R","R","MIA","TOR","S",,,0,1,2023,"0.21","-0.65","0.44","1.89",643376,,,2,3,"Top",,,,,607732,,,7.596808502298772,-121.61670391187188,-1.8794788108141844,0.5359050952758422,25.37751041914453,-38.40216927504649,"3.57","1.62",,,,"84.4",2271,"7",717700,663773,607732,643265,650333,542932,621563,650559,641505,660821,"53.51",,,,,,,,19,2,"Slider",0,0,0,0,0,0,0,0,"Infield shade","Standard",53,"0","-0.062"
"SL","2023-06-19","84","-3.01","6","Springer, George",543807,663773,,"foul",,,,,5,"George Springer strikes out swinging.","R","R","R","MIA","TOR","S",,,0,0,2023,"0.44","-0.32","-0.22","2.77",643376,,,2,3,"Top",,,,,607732,,,5.661926645708168,-122.23724108411072,-0.4127773826205007,3.27956443570174,24.61098320831615,-35.51993523135194,"3.57","1.62",182,"66.5",49,"85",2260,"7",717700,663773,607732,643265,650333,542932,621563,650559,641505,660821,"53.52",,,,,,,,19,1,"Slider",0,0,0,0,0,0,0,0,"Infield shade","Standard",56,"0","-0.043"
"FF","2023-06-19","96.3","-1.99","5.46","Springer, George",543807,623211,"strikeout","called_strike",,,,,8,"George Springer called out on strikes.","R","R","R","MIA","TOR","S",2,,3,2,2023,"-0.85","1.16","-0.19","1.69",,,595281,0,6,"Top",,,,,607732,,,6.720584948970705,-139.90028022472472,-7.036385247923951,-12.70405539124391,32.47201699144691,-15.581314447291186,"3.51","1.57",,,,"96.4",2176,"6.5",717700,623211,607732,643265,650333,542932,621563,650559,641505,660821,"54",,0,"0",1,0,0,,46,8,"4-Seam Fastball",5,0,0,5,0,5,0,5,"Standard","Standard",235,"0.017","-0.447"
"FC","2023-06-19","89","-1.87","5.65","Springer, George",543807,623211,,"foul",,,,,14,"George Springer called out on strikes.","R","R","R","MIA","TOR","S",,,3,2,2023,"-0.52","0.23","0.43","1.34",,,595281,0,6,"Top",,,,,607732,,,6.763733250810125,-129.4326074741607,-5.049555488814722,-7.260628392885771,25.72838320510105,-28.788889244034248,"3.57","1.62",,,,"89.4",2355,"6.4",717700,623211,607732,643265,650333,542932,621563,650559,641505,660821,"54.07",,,,,,,,46,7,"Cutter",5,0,0,5,0,5,0,5,"Standard","Standard",209,"0","0"
"SI","2023-06-19","97.1","-1.99","5.61","Springer, George",543807,623211,,"ball",,,,,11,"George Springer called out on strikes.","R","R","R","MIA","TOR","B",,,2,2,2023,"-1.51","0.47","-1.69","2.63",,,595281,0,6,"Top",,,,,607732,,,4.224515491057829,-141.30867295573512,-3.500040280532274,-21.18097380726176,32.68614051168074,-25.24699973123986,"3.45","1.57",,,,"96.4",2294,"5.9",717700,623211,607732,643265,650333,542932,621563,650559,641505,660821,"54.58",,,,,,,,46,6,"Sinker",5,0,0,5,0,5,0,5,"Standard","Standard",232,"0","0.132"
"CH","2023-06-19","90","-2","5.62","Springer, George",543807,623211,,"foul",,,,,13,"George Springer called out on strikes.","R","R","R","MIA","TOR","S",,,2,2,2023,"-1.17","-0.15","-1.08","1.28",,,595281,0,6,"Top",,,,,607732,,,4.739175090483863,-130.97509673965368,-4.47229923017947,-14.427582116519968,28.087213223412203,-33.146340104521535,"3.57","1.62",3,"71.7",-19,"89.8",1570,"6.2",717700,623211,607732,643265,650333,542932,621563,650559,641505,660821,"54.28",,,,,,,,46,5,"Changeup",5,0,0,5,0,5,0,5,"Standard","Standard",237,"0","0"
"FC","2023-06-19","90.2","-1.89","5.64","Springer, George",543807,623211,,"blocked_ball",,,,,14,"George Springer called out on strikes.","R","R","R","MIA","TOR","B",,,1,2,2023,"-0.86","0.22","0.25","-0.31",,,595281,0,6,"Top",,,,,607732,,,7.104307586478636,-130.88565318266768,-9.229830324963311,-11.39895625791496,27.741877560768785,-27.83912367136938,"3.51","1.57",,,,"89.7",2378,"6.1",717700,623211,607732,643265,650333,542932,621563,650559,641505,660821,"54.38",,,,,,,,46,4,"Cutter",5,0,0,5,0,5,0,5,"Standard","Standard",231,"0","0.068"
"FC","2023-06-19","88.5","-2.17","5.5","Springer, George",543807,623211,,"blocked_ball",,,,,14,"George Springer called out on strikes.","R","R","R","MIA","TOR","B",,,0,2,2023,"-0.76","1.04","1.27","0.97",,,595281,0,6,"Top",,,,,607732,,,9.918953122247146,-128.47379426340808,-7.119070525891327,-10.463457476939555,25.595156281036036,-19.34890283919296,"3.37","1.55",,,,"88.2",2364,"6.1",717700,623211,607732,643265,650333,542932,621563,650559,641505,660821,"54.37",,,,,,,,46,3,"Cutter",5,0,0,5,0,5,0,5,"Standard","Standard",230,"0","0.012"
"SI","2023-06-19","95.8","-2.11","5.58","Springer, George",543807,623211,,"called_strike",,,,,9,"George Springer called out on strikes.","R","R","R","MIA","TOR","S",,,0,1,2023,"-1.46","0.79","0.49","2.1",,,595281,0,6,"Top",,,,,607732,,,10.131316042615921,-139.10110039623476,-5.3063216552285395,-21.320541708331753,32.388240768960536,-20.867431076457493,"3.57","1.61",,,,"95.3",2290,"6.2",717700,623211,607732,643265,650333,542932,621563,650559,641505,660821,"54.3",,,,,,,,46,2,"Sinker",5,0,0,5,0,5,0,5,"Standard","Standard",229,"0","-0.064"
"FC","2023-06-19","87.4","-2.26","5.73","Springer, George",543807,623211,,"called_strike",,,,,1,"George Springer called out on strikes.","R","R","R","MIA","TOR","S",,,0,0,2023,"-0.3","0.37","-0.47","3.05",,,595281,0,6,"Top",,,,,607732,,,4.947623986077677,-127.27756833544677,-1.0605760382015583,-4.271181598450101,27.165836158449387,-28.155362361826278,"3.57","1.65",,,,"87.5",2349,"6.4",717700,623211,607732,643265,650333,542932,621563,650559,641505,660821,"54.12",,,,,,,,46,1,"Cutter",5,0,0,5,0,5,0,5,"Standard","Standard",186,"0","-0.054"
"FF","2023-06-19","93.5","-2.24","6.01","Springer, George",543807,605151,"single","hit_into_play",,,,,4,"George Springer singles on a line drive to center fielder Jonathan Davis.","R","R","R","MIA","TOR","X",8,"line_drive",0,1,2023,"-1.01","1.38","-0.64","2.4",,,,2,8,"Top",121.23,85.82,,,607732,,,6.393656171355401,-135.85219432820125,-6.586431672632343,-13.985353694009023,31.509500252697073,-13.818948557263818,"3.57","1.62",195,"94",11,"93.8",2252,"6.7",717700,605151,607732,643265,676070,641658,621563,650559,641505,660821,"53.84",0.786,0.712,"0.9",1,1,0,4,68,2,"4-Seam Fastball",10,0,0,10,0,10,0,10,"Standard","Standard",221,"0","0.15"
"FF","2023-06-19","93.6","-2","6.04","Springer, George",543807,605151,,"called_strike",,,,,9,"George Springer singles on a line drive to center fielder Jonathan Davis.","R","R","R","MIA","TOR","S",,,0,0,2023,"-0.77","1.5","0.38","1.52",,,,2,8,"Top",,,,,607732,,,7.871644576890896,-135.72799120765168,-9.214499571910943,-11.334610895843863,31.696863455163616,-11.68473706920308,"3.57","1.61",,,,"93.7",2229,"6.7",717700,605151,607732,643265,676070,641658,621563,650559,641505,660821,"53.8",,,,,,,,68,1,"4-Seam Fastball",10,0,0,10,0,10,0,10,"Standard","Standard",221,"0","-0.017"
"SI","2023-06-19","94.5","-3.35","5.91","Springer, George",543807,663773,"field_out","hit_into_play",,,,,7,"George Springer grounds out, shortstop Joey Wendle to first baseman Garrett Cooper.","R","R","R","MIA","TOR","X",6,"ground_ball",1,1,2023,"-1.43","0.89","-0.59","1.77",,,,0,1,"Top",107.61,160.05,,,607732,,,10.485571921335527,-137.06660979100673,-7.100279112602642,-20.311974698722114,30.51563361713454,-19.520490762036424,"3.57","1.62",7,"101.9",-14,"95.3",2048,"6.9",717700,663773,607732,643265,650333,542932,621563,650559,641505,660821,"53.57",0.217,0.211,"0",1,0,0,2,1,3,"Sinker",0,0,0,0,0,0,0,0,"Infield shade","Standard",242,"0.022","-0.228"
"SI","2023-06-19","94.8","-3.4","5.9","Springer, George",543807,663773,,"called_strike",,,,,6,"George Springer grounds out, shortstop Joey Wendle to first baseman Garrett Cooper.","R","R","R","MIA","TOR","S",,,1,0,2023,"-1.59","0.71","0.39","2.24",,,,0,1,"Top",,,,,607732,,,13.555533930614128,-137.35591453520226,-5.494848644347215,-23.169978365730284,30.361743298673478,-22.110774910345288,"3.57","1.59",,,,"95.4",2106,"6.9",717700,663773,607732,643265,650333,542932,621563,650559,641505,660821,"53.62",,,,,,,,1,2,"Sinker",0,0,0,0,0,0,0,0,"Infield shade","Standard",235,"0","-0.046"
"SL","2023-06-19","85.6","-3.03","6.11","Springer, George",543807,663773,,"ball",,,,,14,"George Springer grounds out, shortstop Joey Wendle to first baseman Garrett Cooper.","R","R","R","MIA","TOR","B",,,0,0,2023,"0.16","0.15","1.62","1.42",,,,0,1,"Top",,,,,607732,,,10.72542490990501,-124.19775242290243,-5.0748773414051565,-0.5513355129700386,25.94792192775279,-29.739094975950618,"3.51","1.61",,,,"86.2",2404,"6.9",717700,663773,607732,643265,650333,542932,621563,650559,641505,660821,"53.58",,,,,,,,1,1,"Slider",0,0,0,0,0,0,0,0,"Infield shade","Standard",54,"0","0.036"
"FF","2023-06-18","95.3","-2.06","5.33","Springer, George",543807,592351,"walk","ball",,,,,12,"George Springer walks.   Santiago Espinal to 3rd.    Spencer Horwitz to 2nd.","R","R","R","TEX","TOR","B",,,3,1,2023,"-0.84","0.82","1.42","2.5",,669289,687462,2,2,"Top",,,,,641598,,,11.114947029060422,-138.3382044419269,-3.6403787526782234,-13.247710495789896,30.348207984707148,-20.987686074698598,"3.46","1.54",,,,"96",2102,"6.8",717709,592351,641598,663993,543760,673962,608369,677649,665750,666969,"53.68",,0.695903,"0.7",1,0,0,,15,5,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard",218,"-0.027","0.223"
"SL","2023-06-18","87.2","-1.89","5.49","Springer, George",543807,592351,,"ball",,,,,14,"George Springer walks.   Santiago Espinal to 3rd.    Spencer Horwitz to 2nd.","R","R","R","TEX","TOR","B",,,2,1,2023,"0.63","0.36","0.08","1.31",,669289,687462,2,2,"Top",,,,,641598,,,3.4580259392834924,-126.98060887626498,-4.6838686680535755,6.190188542839038,25.238797777309458,-27.52588065563752,"3.49","1.54",,,,"87.7",2496,"6.5",717709,592351,641598,663993,543760,673962,608369,677649,665750,666969,"54.02",,,,,,,,15,4,"Slider",0,1,1,0,1,0,1,0,"Standard","Standard",141,"0","0.083"
"CH","2023-06-18","89.6","-2.01","5.65","Springer, George",543807,592351,,"ball",,,,,13,"George Springer walks.   Santiago Espinal to 3rd.    Spencer Horwitz to 2nd.","R","R","R","TEX","TOR","B",,,1,1,2023,"-1.3","0.23","-1.44","2.28",,669289,687462,2,2,"Top",,,,,641598,,,4.187861265657547,-130.3857960894551,-2.825638438223258,-15.706012968030556,27.87827662181521,-29.14661314560269,"3.49","1.56",,,,"90.1",1377,"6.6",717709,592351,641598,663993,543760,673962,608369,677649,665750,666969,"53.86",,,,,,,,15,3,"Changeup",0,1,1,0,1,0,1,0,"Standard","Standard",240,"0","0.04"
"SL","2023-06-18","87.9","-2.07","5.42","Springer, George",543807,592351,,"blocked_ball",,,,,14,"George Springer walks.   Santiago Espinal to 3rd.    Spencer Horwitz to 2nd.","R","R","R","TEX","TOR","B",,,0,1,2023,"0.43","0.13","0.67","0.58",,669289,687462,2,2,"Top",,,,,641598,,,5.783384162883827,-127.8746572807849,-5.887992943788633,3.495713190202127,26.696899481874617,-29.731612101097788,"3.49","1.54",,,,"88.1",2505,"6.5",717709,592351,641598,663993,543760,673962,608369,677649,665750,666969,"54.04",,,,,,,,15,2,"Slider",0,1,1,0,1,0,1,0,"Standard","Standard",134,"0","0.04"
"SL","2023-06-18","87.4","-2.01","5.59","Springer, George",543807,592351,,"swinging_strike",,,,,9,"George Springer walks.   Santiago Espinal to 3rd.    Spencer Horwitz to 2nd.","R","R","R","TEX","TOR","S",,,0,0,2023,"0.45","-0.04","0.64","2.03",,669289,687462,2,2,"Top",,,,,641598,,,5.463667801294213,-127.17299646472047,-2.339198934652341,3.736721626424405,27.388560451121496,-32.31687019880258,"3.57","1.62",,,,"87.7",2490,"6.6",717709,592351,641598,663993,543760,673962,608369,677649,665750,666969,"53.89",,,,,,,,15,1,"Slider",0,1,1,0,1,0,1,0,"Standard","Standard",136,"0","-0.063"
"FF","2023-06-18","96.9","-1.24","6.14","Springer, George",543807,600917,"field_out","hit_into_play",,,,,4,"George Springer pops out to second baseman Marcus Semien.","R","R","R","TEX","TOR","X",4,"popup",1,2,2023,"-0.23","1.47","-0.28","2.28",,669289,687462,2,8,"Top",138.91,177.35,,,669087,,,3.060266152549135,-140.9481914925776,-8.022324335868468,-3.831826104145108,32.76801221848894,-10.962542379137005,"3.57","1.62",62,"89.7",75,"95.8",2598,"5.7",717709,600917,669087,663993,543760,673962,608369,677649,665750,666969,"54.76",0.003,0.003,"0",1,0,0,3,79,4,"4-Seam Fastball",11,7,7,11,7,11,7,11,"Standard","Standard",199,"0.018","-0.338"
"SL","2023-06-18","84","-1.55","6","Springer, George",543807,600917,,"swinging_strike",,,,,14,"George Springer pops out to second baseman Marcus Semien.","R","R","R","TEX","TOR","S",,,1,1,2023,"0.81","0.36","1.41","1.18",,669289,687462,2,8,"Top",,,,,669087,,,5.190906174091509,-122.19750020357634,-5.355311875991271,6.953049800449831,25.86043784714235,-27.692060402398724,"3.57","1.62",,,,"82.7",2523,"5.6",717709,600917,669087,663993,543760,673962,608369,677649,665750,666969,"54.91",,,,,,,,79,3,"Slider",11,7,7,11,7,11,7,11,"Standard","Standard",87,"0","-0.11"
"FC","2023-06-18","91","-1.57","5.97","Springer, George",543807,600917,,"called_strike",,,,,14,"George Springer pops out to second baseman Marcus Semien.","R","R","R","TEX","TOR","S",,,1,0,2023,"0.33","0.75","0.87","2.34",,669289,687462,2,8,"Top",,,,,669087,,,5.373803502990314,-132.48232893670868,-4.771356053705261,2.73455697541562,28.078988227958195,-22.48555217050517,"3.45","1.62",,,,"90.3",2665,"5.8",717709,600917,669087,663993,543760,673962,608369,677649,665750,666969,"54.7",,,,,,,,79,2,"Cutter",11,7,7,11,7,11,7,11,"Standard","Standard",171,"0","-0.071"
"FC","2023-06-18","90.2","-1.56","6.06","Springer, George",543807,600917,,"ball",,,,,14,"George Springer pops out to second baseman Marcus Semien.","R","R","R","TEX","TOR","B",,,0,0,2023,"0.65","0.47","1.1","1.83",,669289,687462,2,8,"Top",,,,,669087,,,5.158969286053561,-131.3263857011932,-5.514188687744107,6.44476875162091,27.199600174070294,-25.78902891218263,"3.4","1.56",,,,"89.1",2686,"5.5",717709,600917,669087,663993,543760,673962,608369,677649,665750,666969,"54.97",,,,,,,,79,1,"Cutter",11,7,7,11,7,11,7,11,"Standard","Standard",154,"0","0.048"
"CH","2023-06-18","82.2","2.17","5.19","Springer, George",543807,667463,"field_out","hit_into_play",,,,,14,"George Springer grounds out, pitcher John King to first baseman Nathaniel Lowe.","R","R","L","TEX","TOR","X",1,"ground_ball",1,0,2023,"1.25","-0.06","0.98","1.93",,,,0,4,"Top",134.34,182.94,,,641598,,,-5.068645788328627,-119.63502873143534,-0.747373223820889,12.96376759818501,23.14032346430905,-32.84788480093971,"3.57","1.62",7,"72.7",-13,"81.6",1373,"5.9",717709,667463,641598,663993,543760,673962,608369,677649,665750,666969,"54.6",0.057,0.059,"0",1,0,0,2,35,2,"Changeup",2,6,6,2,6,2,6,2,"Standard","Standard",99,"0.008","-0.275"
"CH","2023-06-18","82","2.08","5.29","Springer, George",543807,667463,,"ball",,,,,12,"George Springer grounds out, pitcher John King to first baseman Nathaniel Lowe.","R","R","L","TEX","TOR","B",,,0,0,2023,"1.21","-0.22","1.09","3.34",,,,0,4,"Top",,,,,641598,,,-4.535783071275293,-119.26002860940181,2.546589361353476,12.453881544777735,22.654155672120652,-35.032024338326025,"3.62","1.59",,,,"81.2",1403,"5.8",717709,667463,641598,663993,543760,673962,608369,677649,665750,666969,"54.72",,,,,,,,35,1,"Changeup",2,6,6,2,6,2,6,2,"Standard","Standard",97,"0","0.036"
"SI","2023-06-18","93.4","-2.78","4.48","Springer, George",543807,681982,"single","hit_into_play",,,,,8,"George Springer singles on a ground ball to second baseman Marcus Semien, deflected by shortstop Corey Seager.   Kevin Kiermaier scores.","R","R","R","TEX","TOR","X",6,"ground_ball",1,2,2023,"-1.34","-0.02","-0.01","1.72",,595281,,2,6,"Top",110.86,143.27,,,641598,,,10.103211434028557,-135.74944925740118,-1.278832497301634,-18.76235815420587,29.446104855951607,-32.382792651695155,"3.57","1.62",11,"102.2",-8,"93.8",2027,"6.6",717709,681982,641598,663993,543760,673962,608369,677649,665750,666969,"53.92",0.309,0.293,"0.9",1,1,0,2,59,4,"Sinker",8,6,6,8,7,8,7,8,"Standard","Standard",250,"-0.104","0.848"
