"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"SL","2023-08-15","90.2","-1.95","5.15","Springer, George",543807,622554,,"called_strike",,,,,8,"Umpire reviewed (force play), call on the field was upheld: George Springer grounds into a force out, third baseman Alec Bohm to catcher J.  T. Realmuto.   Nathan Lukes out at home.    Whit Merrifield to 3rd.    Vladimir Guerrero Jr.  to 2nd.    George Springer to 1st.","R","R","R","TOR","PHI","S",,,0,0,2023,"0.44","0.48","0.25","1.66",664770,593160,665489,1,8,"Bot",,,,,592663,,,4.555362662663943,-131.3012216366302,-3.7858606013129084,4.146015657595249,27.262141651067903,-26.001029793669808,"3.57","1.59",,,,"90.8",2537,"6.6",716990,622554,592663,595909,681082,664761,607208,656941,679032,592206,"53.92",,,,,,,,59,1,"Slider",1,1,1,1,1,1,1,1,"Strategic","Standard",141,"0","-0.139"
"SI","2023-08-15","94.9","-1.95","5.23","Springer, George",543807,554430,"field_out","hit_into_play",,,,,4,"George Springer flies out to right fielder Nick Castellanos.","R","R","R","TOR","PHI","X",9,"fly_ball",2,2,2023,"-1.27","0.55","-0.5","2.27",,,,0,2,"Bot",182.44,101.24,,,592663,,,6.741372328675578,-138.0320639854023,-3.3248014940893924,-17.729650571822187,31.89205220635354,-24.651179768654206,"3.65","1.64",281,"93.8",45,"96.2",2338,"7.2",716990,554430,592663,664761,681082,624641,607208,656941,679032,592206,"53.34",0.009,0.009,"0",1,0,0,3,10,6,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",214,"-0.023","-0.214"
"SI","2023-08-15","94.3","-1.91","5.23","Springer, George",543807,554430,,"foul",,,,,13,"George Springer flies out to right fielder Nick Castellanos.","R","R","R","TOR","PHI","S",,,2,2,2023,"-1.36","0.55","-1.19","1.92",,,,0,2,"Bot",,,,,592663,,,4.98580649244558,-137.17639273785963,-4.134175988200199,-18.230417797453118,32.43227440144847,-24.528335502503808,"3.65","1.64",2,"78.7",-37,"95.4",2400,"7.1",716990,554430,592663,664761,681082,624641,607208,656941,679032,592206,"53.39",,,,,,,,10,5,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",208,"0","0"
"SI","2023-08-15","94.3","-1.95","5.26","Springer, George",543807,554430,,"swinging_strike",,,,,13,"George Springer flies out to right fielder Nick Castellanos.","R","R","R","TOR","PHI","S",,,2,1,2023,"-1.18","0.59","-1.1","2.14",,,,0,2,"Bot",,,,,592663,,,4.916024240429442,-137.18253618502803,-3.759357064134191,-15.928334099423507,30.918853771439426,-24.10957596731528,"3.65","1.64",,,,"95.6",2392,"7.1",716990,554430,592663,664761,681082,624641,607208,656941,679032,592206,"53.39",,,,,,,,10,4,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",215,"0","-0.067"
"FF","2023-08-15","95.5","-1.88","5.37","Springer, George",543807,554430,,"ball",,,,,12,"George Springer flies out to right fielder Nick Castellanos.","R","R","R","TOR","PHI","B",,,1,1,2023,"-0.21","1.23","0.86","2.6",,,,0,2,"Bot",,,,,592663,,,7.814771425256152,-138.90669176828092,-4.50753130620001,-4.482522726490694,31.72350966617804,-15.463137887821402,"3.45","1.59",,,,"96.9",2507,"7.1",716990,554430,592663,664761,681082,624641,607208,656941,679032,592206,"53.37",,,,,,,,10,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",221,"0","0.053"
"ST","2023-08-15","85.2","-2.12","5.27","Springer, George",543807,554430,,"ball",,,,,14,"George Springer flies out to right fielder Nick Castellanos.","R","R","R","TOR","PHI","B",,,0,1,2023,"0.99","0.45","1.34","1.17",,,,0,2,"Bot",,,,,592663,,,6.199393731150285,-123.95552205150916,-4.230552147081422,8.84439157612438,26.07970995922072,-26.84337375528114,"3.65","1.64",,,,"85.9",2644,"6.8",716990,554430,592663,664761,681082,624641,607208,656941,679032,592206,"53.66",,,,,,,,10,2,"Sweeper",0,0,0,0,0,0,0,0,"Standard","Standard",80,"0","0.028"
"SI","2023-08-15","94.5","-1.98","5.2","Springer, George",543807,554430,,"swinging_strike",,,,,7,"George Springer flies out to right fielder Nick Castellanos.","R","R","R","TOR","PHI","S",,,0,0,2023,"-1.21","0.86","-0.72","1.65",,,,0,2,"Bot",,,,,592663,,,6.117686466181533,-137.30363680209467,-5.496604853352673,-16.725701112766078,32.92003707383618,-20.264107499492084,"3.65","1.64",,,,"95.7",2307,"7.2",716990,554430,592663,664761,681082,624641,607208,656941,679032,592206,"53.26",,,,,,,,10,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",221,"0","-0.038"
"SI","2023-08-13","94.8","-1.11","5.94","Springer, George",543807,592791,"single","hit_into_play",,,,,5,"George Springer singles on a sharp line drive to right fielder Seiya Suzuki.   Brandon Belt scores.    Vladimir Guerrero Jr.  to 3rd.","R","R","R","TOR","CHC","X",9,"line_drive",2,0,2023,"-1.4","1.32","0.12","2.32",,474832,665489,2,2,"Bot",200.02,111.21,,,665804,,,6.376908421341594,-137.7143295364038,-6.704476771010961,-19.2959448638746,32.86372819243641,-14.082576997423415,"3.66","1.65",187,"100.3",9,"94.8",2361,"6.5",717012,592791,665804,621550,663538,663611,621020,664023,641355,673548,"53.97",0.657,0.593,"0.9",1,1,0,4,22,3,"Sinker",4,2,4,2,2,5,5,2,"Standard","Standard",211,"0.08","0.793"
"ST","2023-08-13","81.4","-1.18","6.06","Springer, George",543807,592791,,"ball",,,,,14,"George Springer singles on a sharp line drive to right fielder Seiya Suzuki.   Brandon Belt scores.    Vladimir Guerrero Jr.  to 3rd.","R","R","R","TOR","CHC","B",,,1,0,2023,"0.72","0.45","1.12","1.18",,474832,665489,2,2,"Bot",,,,,665804,,,3.789064947794291,-118.31330927014493,-5.101629592224976,5.846254448716924,26.028352301030697,-27.14038122278989,"3.48","1.63",,,,"81",2696,"6.5",717012,592791,665804,621550,663538,663611,621020,664023,641355,673548,"54.05",,,,,,,,22,2,"Sweeper",4,2,4,2,2,4,4,2,"Standard","Standard",84,"0","0.033"
"ST","2023-08-13","80.3","-1.11","6.04","Springer, George",543807,592791,,"ball",,,,,14,"George Springer singles on a sharp line drive to right fielder Seiya Suzuki.   Brandon Belt scores.    Vladimir Guerrero Jr.  to 3rd.","R","R","R","TOR","CHC","B",,,0,0,2023,"1.31","-0.12","0.77","1.05",,474832,665489,2,2,"Bot",,,,,665804,,,1.6700631553413028,-116.68842374269741,-3.939819817773488,11.324942183405492,28.002539367183783,-32.536358658744746,"3.55","1.63",,,,"79.5",2625,"6.5",717012,592791,665804,621550,663538,663611,621020,664023,641355,673548,"54.03",,,,,,,,22,1,"Sweeper",4,2,4,2,2,4,4,2,"Standard","Standard",70,"0","0.048"
"ST","2023-08-13","83.1","-1.47","5.47","Springer, George",543807,669713,"strikeout","swinging_strike",,,,,8,"George Springer strikes out swinging.","R","R","R","TOR","CHC","S",2,,2,2,2023,"1.29","-0.08","0.01","1.72",,474832,665489,2,5,"Bot",,,,,665804,,,0.8793743236891461,-120.95863863365632,-1.901024188208857,12.323770238762288,26.459673780142374,-32.74029879397981,"3.66","1.65",,,,"82.9",2748,"6.4",717012,669713,665804,621550,663538,663611,621020,664023,641355,673548,"54.11",,0,"0",1,0,0,,50,5,"Sweeper",8,2,8,2,2,8,8,2,"Standard","Standard",64,"-0.003","-0.392"
"ST","2023-08-13","82.6","-1.54","5.46","Springer, George",543807,669713,,"ball",,,,,13,"George Springer strikes out swinging.","R","R","R","TOR","CHC","B",,,1,2,2023,"1.73","0.09","-0.16","0.99",,474832,665489,2,5,"Bot",,,,,665804,,,-0.23330842081871794,-120.12105984394071,-3.6612169010787516,16.42516580277924,30.244158154956494,-30.64960518872692,"3.34","1.54",,,,"82.1",2890,"6.7",717012,669713,665804,621550,663538,663611,621020,664023,641355,673548,"53.81",,,,,,,,50,4,"Sweeper",8,2,8,2,2,8,8,2,"Standard","Standard",58,"0","0.053"
"FC","2023-08-13","92.1","-1.2","5.62","Springer, George",543807,669713,,"swinging_strike",,,,,14,"George Springer strikes out swinging.","R","R","R","TOR","CHC","S",,,1,1,2023,"0.28","0.4","1.1","1.7",,474832,665489,2,5,"Bot",,,,,665804,,,5.267180761698505,-133.97501189001397,-5.011689215631221,2.254501998692154,29.226155721543474,-26.467410536240823,"3.66","1.65",,,,"92.8",2617,"6.8",717012,669713,665804,621550,663538,663611,621020,664023,641355,673548,"53.73",,,,,,,,50,3,"Cutter",8,2,8,2,2,8,8,2,"Standard","Standard",151,"0","-0.11"
"SI","2023-08-13","95.3","-1.38","5.53","Springer, George",543807,669713,,"called_strike",,,,,7,"George Springer strikes out swinging.","R","R","R","TOR","CHC","S",,,1,0,2023,"-1.4","0.82","-0.52","1.57",,474832,665489,2,5,"Bot",,,,,665804,,,5.450990778720758,-138.58485058016768,-6.588745953527241,-19.294020698072543,33.12466636239783,-20.34914686411406,"3.51","1.59",,,,"95.8",2202,"6.8",717012,669713,665804,621550,663538,663611,621020,664023,641355,673548,"53.72",,,,,,,,50,2,"Sinker",8,2,8,2,2,8,8,2,"Standard","Standard",217,"0","-0.071"
"SI","2023-08-13","95.4","-1.43","5.45","Springer, George",543807,669713,,"ball",,,,,13,"George Springer strikes out swinging.","R","R","R","TOR","CHC","B",,,0,0,2023,"-1.54","0.7","-0.65","1.39",,474832,665489,2,5,"Bot",,,,,665804,,,5.559262892378612,-138.6514916539087,-6.609488018491667,-21.027796600046432,34.70865273719194,-21.81788025284664,"3.58","1.59",,,,"95.9",2239,"6.9",717012,669713,665804,621550,663538,663611,621020,664023,641355,673548,"53.59",,,,,,,,50,1,"Sinker",8,2,8,2,2,8,8,2,"Standard","Standard",215,"0","0.048"
"SI","2023-08-13","95.3","-1.04","5.97","Springer, George",543807,592791,"strikeout","called_strike",,,,,6,"George Springer called out on strikes.","R","R","R","TOR","CHC","S",2,,3,2,2023,"-1.05","1.66","0.28","2.44",,,665489,2,1,"Bot",,,,,665804,,,5.856643345816706,-138.42930457479173,-7.346746863418905,-14.78085303443686,32.83866104582535,-9.371281861287505,"3.68","1.65",,,,"95.4",2367,"6.6",717012,592791,665804,621550,663538,663611,621020,664023,641355,673548,"53.89",,0,"0",1,0,0,,10,8,"Sinker",0,2,0,2,2,0,0,2,"Standard","Standard",213,"-0.023","-0.256"
"FC","2023-08-13","89.4","-1.16","5.93","Springer, George",543807,592791,,"blocked_ball",,,,,14,"George Springer called out on strikes.","R","R","R","TOR","CHC","B",,,2,2,2023,"0.12","1.39","1.49","0.68",,,665489,2,1,"Bot",,,,,665804,,,6.294177567660609,-129.71519902883344,-9.836746513180557,-0.015123082686196623,27.114552919259317,-14.61916850401689,"3.56","1.66",,,,"89.7",2638,"6.6",717012,592791,665804,621550,663538,663611,621020,664023,641355,673548,"53.88",,,,,,,,10,7,"Cutter",0,2,0,2,2,0,0,2,"Standard","Standard",187,"0","0.055"
"ST","2023-08-13","79.8","-1.08","6.04","Springer, George",543807,592791,,"foul",,,,,5,"George Springer called out on strikes.","R","R","R","TOR","CHC","S",,,2,2,2023,"1.13","-0.26","0.25","2.6",,,665489,2,1,"Bot",,,,,665804,,,0.7852031734981548,-116.21949053409867,-0.2613388781704449,9.975360796951298,25.006321036787437,-34.7090142340578,"3.66","1.65",179,"103.4",10,"79.5",2654,"6.3",717012,592791,665804,621550,663538,663611,621020,664023,641355,673548,"54.15",,,,,,,,10,6,"Sweeper",0,2,0,2,2,0,0,2,"Standard","Standard",68,"0","0"
"FF","2023-08-13","94.5","-0.91","6.02","Springer, George",543807,592791,,"foul",,,,,3,"George Springer called out on strikes.","R","R","R","TOR","CHC","S",,,2,2,2023,"-0.74","1.66","0.71","3.55",,,665489,2,1,"Bot",,,,,665804,,,5.924893987768933,-137.28815004470684,-4.399250771074817,-10.762976850224103,34.8602264970938,-10.47187969270113,"3.66","1.65",,,,"94.5",2387,"6.7",717012,592791,665804,621550,663538,663611,621020,664023,641355,673548,"53.76",,,,,,,,10,5,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",211,"0","0"
"ST","2023-08-13","81.1","-1.14","6.06","Springer, George",543807,592791,,"ball",,,,,14,"George Springer called out on strikes.","R","R","R","TOR","CHC","B",,,1,2,2023,"0.72","0.2","0.56","1.41",,,665489,2,1,"Bot",,,,,665804,,,2.425241599406676,-118.02268570222651,-4.036023592832481,6.120133611252246,26.309420160660313,-29.673074243688774,"3.58","1.66",,,,"80.5",2622,"6.3",717012,592791,665804,621550,663538,663611,621020,664023,641355,673548,"54.2",,,,,,,,10,4,"Sweeper",0,2,0,2,2,0,0,2,"Standard","Standard",87,"0","0.028"
"FF","2023-08-13","93.9","-1.06","6.01","Springer, George",543807,592791,,"foul",,,,,12,"George Springer called out on strikes.","R","R","R","TOR","CHC","S",,,1,1,2023,"-0.58","1.64","0.66","4",,,665489,2,1,"Bot",,,,,665804,,,5.773500978111206,-136.56614555045883,-3.086403243276461,-8.636734496742033,33.14482509510231,-11.292687936404063,"3.66","1.65",166,"79.2",14,"93.8",2296,"6.5",717012,592791,665804,621550,663538,663611,621020,664023,641355,673548,"54.02",,,,,,,,10,3,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",206,"0","-0.05"
"FF","2023-08-13","94.2","-1.06","6.02","Springer, George",543807,592791,,"swinging_strike",,,,,3,"George Springer called out on strikes.","R","R","R","TOR","CHC","S",,,1,0,2023,"-0.7","1.54","0.44","3.67",,,665489,2,1,"Bot",,,,,665804,,,5.472162456779592,-136.95211390798062,-3.7549310709241266,-10.118440766441358,33.56329496943883,-12.247156121837294,"3.66","1.65",,,,"94",2377,"6.5",717012,592791,665804,621550,663538,663611,621020,664023,641355,673548,"54.04",,,,,,,,10,2,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",207,"0","-0.042"
"SI","2023-08-13","93.5","-0.99","5.98","Springer, George",543807,592791,,"ball",,,,,1,"George Springer called out on strikes.","R","R","R","TOR","CHC","B",,,0,0,2023,"-1.17","1.22","-0.33","3.77",,,665489,2,1,"Bot",,,,,665804,,,4.306413127104752,-136.08048850696974,-2.6164196923307057,-15.534909730142537,31.659231803960303,-16.6460625019198,"3.66","1.71",,,,"93.6",2204,"6.5",717012,592791,665804,621550,663538,663611,621020,664023,641355,673548,"54",,,,,,,,10,1,"Sinker",0,2,0,2,2,0,0,2,"Standard","Standard",211,"0","0.025"
"FF","2023-08-13","92.3","-0.87","6.16","Springer, George",543807,668873,"strikeout","swinging_strike",,,,,14,"George Springer strikes out swinging.","R","R","R","TOR","CHC","S",2,,3,2,2023,"-0.32","0.73","0.89","1.45",,,,0,8,"Bot",,,,,665804,,,5.170953457715272,-134.0869392863649,-7.676622219220745,-5.030967582291359,31.672989275004994,-21.881227267185363,"3.66","1.65",,,,"92.1",1980,"6.4",717012,668873,665804,621550,663538,663611,621020,664023,641355,673548,"54.05",,0,"0",1,0,0,,70,7,"4-Seam Fastball",8,4,8,4,4,8,8,4,"Standard","Standard",198,"-0.001","-0.317"
"SI","2023-08-13","95.3","-0.8","6.2","Springer, George",543807,668873,,"foul",,,,,8,"George Springer strikes out swinging.","R","R","R","TOR","CHC","S",,,3,2,2023,"-1.31","1.12","-0.02","1.83",,,,0,8,"Bot",,,,,665804,,,5.023294688147387,-138.39729807712544,-8.328275664851182,-17.962887489142197,33.8723441110708,-15.990819583637016,"3.66","1.65",2,"68.5",-35,"95.4",2009,"6.7",717012,668873,665804,621550,663538,663611,621020,664023,641355,673548,"53.81",,,,,,,,70,6,"Sinker",8,4,8,4,4,8,8,4,"Standard","Standard",206,"0","0"
"FC","2023-08-13","90.4","-1.39","5.64","Springer, George",543807,669713,"walk","ball",,,,,14,"George Springer walks.   Brandon Belt to 3rd.    Vladimir Guerrero Jr.  to 2nd.","R","R","R","TOR","CHC","B",,,3,1,2023,"0.15","0.35","1.07","2.26",,474832,665489,0,4,"Bot",,,,,665804,,,5.8382596538184455,-131.46367883202925,-3.158239743485609,0.3744309135976033,31.324113919846173,-27.664019291070144,"3.56","1.64",,,,"90.6",2474,"6.7",717012,669713,665804,621550,663538,663611,621020,664023,641355,673548,"53.75",,0.695903,"0.7",1,0,0,,38,5,"Cutter",6,2,6,2,2,6,6,2,"Standard","Standard",156,"0.019","0.443"
"ST","2023-08-13","84.2","-1.08","6.1","Springer, George",543807,668873,,"ball",,,,,14,"George Springer strikes out swinging.","R","R","R","TOR","CHC","B",,,2,2,2023,"0.95","0.55","1.96","2.28",,,,0,8,"Bot",,,,,665804,,,5.165108075937219,-122.47145028222758,-3.457905722307756,8.193790480522543,28.814407176305735,-26.160055789070018,"3.62","1.69",,,,"83.7",2245,"6.4",717012,668873,665804,621550,663538,663611,621020,664023,641355,673548,"54.07",,,,,,,,70,5,"Sweeper",8,4,8,4,4,8,8,4,"Standard","Standard",67,"0","0.103"
"SI","2023-08-13","95.7","-1.89","5.44","Springer, George",543807,669713,,"ball",,,,,13,"George Springer walks.   Brandon Belt to 3rd.    Vladimir Guerrero Jr.  to 2nd.","R","R","R","TOR","CHC","B",,,2,1,2023,"-1.36","0.79","-1.67","1.58",,474832,665489,0,4,"Bot",,,,,665804,,,3.678425280269143,-139.21210639028797,-6.375640682406907,-18.437034992617935,33.113290224492964,-20.609837709720747,"3.54","1.59",,,,"96.2",2035,"6.7",717012,669713,665804,621550,663538,663611,621020,664023,641355,673548,"53.76",,,,,,,,38,4,"Sinker",6,2,6,2,2,6,6,2,"Standard","Standard",238,"0","0.266"
"ST","2023-08-13","83.6","-1.04","6.29","Springer, George",543807,668873,,"ball",,,,,14,"George Springer strikes out swinging.","R","R","R","TOR","CHC","B",,,1,2,2023,"1.43","-0.38","1.79","1.36",,,,0,8,"Bot",,,,,665804,,,3.6985550135839653,-121.49201672955343,-3.994651111475102,12.94311263776312,29.91014122295943,-35.130928190610504,"3.55","1.69",,,,"82.6",2298,"6.3",717012,668873,665804,621550,663538,663611,621020,664023,641355,673548,"54.24",,,,,,,,70,4,"Sweeper",8,4,8,4,4,8,8,4,"Standard","Standard",58,"0","0.041"
"SI","2023-08-13","94.5","-1.84","5.44","Springer, George",543807,669713,,"ball",,,,,13,"George Springer walks.   Brandon Belt to 3rd.    Vladimir Guerrero Jr.  to 2nd.","R","R","R","TOR","CHC","B",,,1,1,2023,"-1.45","0.7","-1.26","2.44",,474832,665489,0,4,"Bot",,,,,665804,,,4.800814907365915,-137.3611665794409,-3.564120836284531,-19.387893985507702,36.6201724188415,-22.79512344131984,"3.51","1.59",,,,"94.5",2114,"6.8",717012,669713,665804,621550,663538,663611,621020,664023,641355,673548,"53.68",,,,,,,,38,3,"Sinker",6,2,6,2,2,6,6,2,"Standard","Standard",227,"0","0.107"
"FC","2023-08-13","89.5","-0.87","6.26","Springer, George",543807,668873,,"swinging_strike",,,,,1,"George Springer strikes out swinging.","R","R","R","TOR","CHC","S",,,1,1,2023,"0.12","0.75","-0.35","3.12",,,,0,8,"Bot",,,,,665804,,,1.0406613216417102,-130.20234432387116,-3.2532032418081824,1.0596923076647184,31.319405703609117,-23.165122858140066,"3.66","1.65",,,,"89.2",1973,"6.4",717012,668873,665804,621550,663538,663611,621020,664023,641355,673548,"54.05",,,,,,,,70,3,"Cutter",8,4,8,4,4,8,8,4,"Standard","Standard",190,"0","-0.055"
"ST","2023-08-13","82.2","-1.62","5.57","Springer, George",543807,669713,,"foul",,,,,8,"George Springer walks.   Brandon Belt to 3rd.    Vladimir Guerrero Jr.  to 2nd.","R","R","R","TOR","CHC","S",,,1,0,2023,"1.65","0.37","0.27","2.23",,474832,665489,0,4,"Bot",,,,,665804,,,1.073412271296827,-119.66067841139711,-1.6562888491704295,15.383617556891164,27.231628886537763,-28.53244664917742,"3.66","1.65",,,,"82.4",2575,"6.8",717012,669713,665804,621550,663538,663611,621020,664023,641355,673548,"53.71",,,,,,,,38,2,"Sweeper",6,2,6,2,2,6,6,2,"Standard","Standard",68,"0","-0.112"
"SI","2023-08-13","96","-0.93","6.3","Springer, George",543807,668873,,"ball",,,,,11,"George Springer strikes out swinging.","R","R","R","TOR","CHC","B",,,0,1,2023,"-1.14","1.26","-1.38","2.59",,,,0,8,"Bot",,,,,665804,,,1.3876203861938183,-139.62596561308473,-7.049983362508669,-15.18181218830562,32.86547558896035,-14.325230018025582,"3.53","1.62",,,,"96.1",1982,"6.5",717012,668873,665804,621550,663538,663611,621020,664023,641355,673548,"54",,,,,,,,70,2,"Sinker",8,4,8,4,4,8,8,4,"Standard","Standard",210,"0","0.028"
"ST","2023-08-13","82","-1.62","5.62","Springer, George",543807,669713,,"ball",,,,,14,"George Springer walks.   Brandon Belt to 3rd.    Vladimir Guerrero Jr.  to 2nd.","R","R","R","TOR","CHC","B",,,0,0,2023,"1.63","0","0.42","1.12",,474832,665489,0,4,"Bot",,,,,665804,,,1.4737718925256165,-119.36705078066936,-3.5372985341644765,15.033887367176334,26.525559069125872,-31.622549676362446,"3.58","1.64",,,,"82.2",2593,"6.8",717012,669713,665804,621550,663538,663611,621020,664023,641355,673548,"53.74",,,,,,,,38,1,"Sweeper",6,2,6,2,2,6,6,2,"Standard","Standard",59,"0","0.085"
"SI","2023-08-13","93.5","-0.89","6.27","Springer, George",543807,668873,,"foul",,,,,9,"George Springer strikes out swinging.","R","R","R","TOR","CHC","S",,,0,0,2023,"-1.12","1.13","0.78","2.09",,,,0,8,"Bot",,,,,665804,,,6.8127188101552,-135.85314132234723,-7.531798893555543,-15.369588967327262,30.246162302531708,-16.63620116706392,"3.66","1.65",1,"46.4",-56,"93.9",1889,"6.7",717012,668873,665804,621550,663538,663611,621020,664023,641355,673548,"53.84",,,,,,,,70,1,"Sinker",8,4,8,4,4,8,8,4,"Standard","Standard",202,"0","-0.038"
"FF","2023-08-12","93.1","2.26","5.76","Springer, George",543807,657006,"field_out","hit_into_play",,,,,5,"George Springer grounds out, second baseman Nico Hoerner to first baseman Cody Bellinger.","R","R","L","TOR","CHC","X",4,"ground_ball",3,2,2023,"-0.04","0.65","0.12","2.48",,,,1,5,"Bot",146.12,154.18,,,543228,,,-5.4239137488244085,-135.6553026551479,-4.163057088998629,0.5172214742745325,25.571313841928852,-23.43235664900679,"3.66","1.64",4,"83.6",-32,"93.7",2418,"6.3",717026,657006,543228,641355,663538,600869,621020,664023,643565,673548,"54.25",0.046,0.05,"0",1,0,0,2,40,6,"4-Seam Fastball",3,4,3,4,4,3,3,4,"Standard","Standard",153,"-0.024","-0.207"
"SL","2023-08-12","86.9","2.13","5.89","Springer, George",543807,657006,,"ball",,,,,13,"George Springer grounds out, second baseman Nico Hoerner to first baseman Cody Bellinger.","R","R","L","TOR","CHC","B",,,2,2,2023,"-1.02","0.24","-1.06","1.57",,,,1,5,"Bot",,,,,543228,,,-5.532262888352579,-126.45529681449881,-4.645098102390656,-9.835213539949986,25.43754271718559,-28.885823489441467,"3.61","1.62",,,,"86.8",2868,"6.2",717026,657006,543228,641355,663538,600869,621020,664023,643565,673548,"54.33",,,,,,,,40,5,"Slider",3,4,3,4,4,3,3,4,"Standard","Standard",323,"0","0.059"
"FF","2023-08-12","93","2.2","5.99","Springer, George",543807,657006,,"ball",,,,,12,"George Springer grounds out, second baseman Nico Hoerner to first baseman Cody Bellinger.","R","R","L","TOR","CHC","B",,,1,2,2023,"-0.02","0.62","1.69","4.39",,,,1,5,"Bot",,,,,543228,,,-1.256564136383124,-135.587708455895,0.27674595863893614,0.009985703156179854,27.920367441227008,-24.804610408050035,"3.53","1.59",,,,"93.5",2397,"6.4",717026,657006,543228,641355,663538,600869,621020,664023,643565,673548,"54.13",,,,,,,,40,4,"4-Seam Fastball",3,4,3,4,4,3,3,4,"Standard","Standard",165,"0","0.029"
"SL","2023-08-12","84.4","2.2","5.93","Springer, George",543807,657006,,"foul",,,,,7,"George Springer grounds out, second baseman Nico Hoerner to first baseman Cody Bellinger.","R","R","L","TOR","CHC","S",,,1,1,2023,"-1.35","0.03","-0.52","1.83",,,,1,5,"Bot",,,,,543228,,,-3.633153030720129,-122.83491233354505,-3.211406103211379,-12.90985336189058,25.42469793423719,-31.410803389590818,"3.66","1.64",47,"28.3",35,"84",2752,"6.1",717026,657006,543228,641355,663538,600869,621020,664023,643565,673548,"54.38",,,,,,,,40,3,"Slider",3,4,3,4,4,3,3,4,"Standard","Standard",310,"0","-0.043"
"FF","2023-08-12","92.3","2.23","5.86","Springer, George",543807,657006,,"foul",,,,,1,"George Springer grounds out, second baseman Nico Hoerner to first baseman Cody Bellinger.","R","R","L","TOR","CHC","S",,,1,0,2023,"-0.19","0.63","-0.42","3.47",,,,1,5,"Bot",,,,,543228,,,-6.341647851767423,-134.36635188741877,-1.7043198764268706,-1.1294015714158356,26.33300818901126,-24.341483346947705,"3.66","1.64",215,"72.4",29,"92.8",2374,"6.3",717026,657006,543228,641355,663538,600869,621020,664023,643565,673548,"54.17",,,,,,,,40,2,"4-Seam Fastball",3,4,3,4,4,3,3,4,"Standard","Standard",164,"0","-0.031"
"SL","2023-08-12","84.8","2","6.01","Springer, George",543807,657006,,"ball",,,,,13,"George Springer grounds out, second baseman Nico Hoerner to first baseman Cody Bellinger.","R","R","L","TOR","CHC","B",,,0,0,2023,"-1.13","-0.15","-2.56","0.39",,,,1,5,"Bot",,,,,543228,,,-8.333678012205395,-122.96081878922396,-6.299353349672045,-9.303003832707837,29.241965414501507,-32.4108817889117,"3.71","1.64",,,,"83.6",2723,"6.1",717026,657006,543228,641355,663538,600869,621020,664023,643565,673548,"54.38",,,,,,,,40,1,"Slider",3,4,3,4,4,3,3,4,"Standard","Standard",319,"0","0.025"
"SL","2023-08-12","84.4","2.15","6.04","Springer, George",543807,657006,"field_out","hit_into_play",,,,,1,"George Springer pops out to first baseman Cody Bellinger.","R","R","L","TOR","CHC","X",3,"popup",1,0,2023,"-1.35","0.22","-0.54","3.12",,662139,,1,3,"Bot",159.38,170.61,,,543228,,,-3.5480034603021022,-122.84797062015366,-0.8233880724720948,-12.897706230313753,25.777226105106887,-30.038755273173603,"3.66","1.64",114,"46.9",46,"83.8",2776,"6",717026,657006,543228,641355,663538,600869,621020,664023,643565,673548,"54.48",0.069,0.062,"0",1,0,0,1,21,2,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",287,"-0.038","-0.398"
