"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"SL","2023-09-15","85","-2.86","6.33","Romano, Jordan",657077,605447,,"called_strike",,,,,4,"Alex Verdugo pops out to third baseman Matt Chapman in foul territory.","R","L","R","TOR","BOS","S",,,0,0,2023,"0.44","-0.03","-0.69","2.53",,,,1,9,"Top",,,,,672386,,,4.3119780497536695,-123.80050635363108,-2.5653532357427444,3.6073800868929036,24.922560710025532,-32.13400953942611,"3.5","1.6",,,,"86.7",2210,"7.3",716576,605447,672386,665489,624415,656305,666182,662139,595281,543807,"53.17",,,,,,,,61,1,"Slider",3,0,0,3,0,3,0,3,"Standard","Standard",74,"0","-0.026"
"FF","2023-09-15","98.1","-2.1","6.4","Romano, Jordan",457759,605447,"strikeout","swinging_strike",,,,,6,"Justin Turner strikes out swinging.","R","R","R","TOR","BOS","S",2,,1,2,2023,"-0.05","1.74","0.78","2.22",,,,0,9,"Top",,,,,672386,,,8.029160266748155,-142.2757511626105,-9.929724395545389,-2.62105136932682,34.8665936143332,-6.366823349765964,"3.36","1.54",,,,"99.2",2346,"7.2",716576,605447,672386,665489,624415,656305,666182,662139,595281,543807,"53.28",,0,"0",1,0,0,,60,4,"4-Seam Fastball",3,0,0,3,0,3,0,3,"Strategic","Standard",188,"0.018","-0.173"
"FF","2023-09-15","96.6","-2.41","6.38","Romano, Jordan",457759,605447,,"swinging_strike",,,,,11,"Justin Turner strikes out swinging.","R","R","R","TOR","BOS","S",,,1,1,2023,"-0.44","1.77","-0.81","3.86",,,,0,9,"Top",,,,,672386,,,5.379057248630979,-140.50363136625154,-5.222782016585506,-7.129327376476174,34.86509381976077,-7.821912239598177,"3.36","1.54",,,,"98.1",2370,"7.4",716576,605447,672386,665489,624415,656305,666182,662139,595281,543807,"53.13",,,,,,,,60,3,"4-Seam Fastball",3,0,0,3,0,3,0,3,"Strategic","Standard",195,"0","-0.055"
"FF","2023-09-15","95.6","-2.78","6.17","Romano, Jordan",457759,605447,,"called_strike",,,,,4,"Justin Turner strikes out swinging.","R","R","R","TOR","BOS","S",,,1,0,2023,"-0.31","1.74","-0.64","2.33",,,,0,9,"Top",,,,,672386,,,6.466072059083107,-138.85267019658082,-8.532841990020021,-5.607924642692777,33.479600301135804,-7.977581107523612,"3.36","1.49",,,,"97.2",2390,"7.5",716576,605447,672386,665489,624415,656305,666182,662139,595281,543807,"53.01",,,,,,,,60,2,"4-Seam Fastball",3,0,0,3,0,3,0,3,"Strategic","Standard",198,"0","-0.046"
"FF","2023-09-15","96.8","-2.61","6.32","Romano, Jordan",457759,605447,,"ball",,,,,12,"Justin Turner strikes out swinging.","R","R","R","TOR","BOS","B",,,0,0,2023,"-0.19","1.69","0.18","3.59",,,,0,9,"Top",,,,,672386,,,8.042531963823707,-140.6373361282004,-5.646085084359918,-4.548395547755475,34.891221041185,-8.720622374931697,"3.15","1.49",,,,"98.3",2378,"7.4",716576,605447,672386,665489,624415,656305,666182,662139,595281,543807,"53.07",,,,,,,,60,1,"4-Seam Fastball",3,0,0,3,0,3,0,3,"Infield shade","Standard",199,"0","0.036"
"SL","2023-09-10","86.8","-2.61","6.07","Romano, Jordan",672580,605447,"field_out","hit_into_play",,,,,5,"Maikel Garcia flies out to center fielder Kevin Kiermaier.","R","R","R","TOR","KC","X",8,"fly_ball",1,1,2023,"0.48","-0.28","0","2.76",658668,679845,671221,2,9,"Top",157.8,67.98,,,623168,,,5.3696295020737645,-126.49438335576701,-1.2839319509812166,4.357851293717684,21.075064920107323,-35.214224710131106,"3.46","1.64",333,"96.6",36,"89.2",1874,"7.3",716641,605447,623168,665489,593160,624415,669289,662139,595281,543807,"53.24",0.174,0.316,"0",1,0,0,3,74,3,"Slider",5,2,2,5,2,5,2,5,"Standard","Standard",91,"0.073","-0.737"
"FF","2023-09-10","96.4","-2.22","6.28","Romano, Jordan",672580,605447,,"ball",,,,,11,"Maikel Garcia flies out to center fielder Kevin Kiermaier.","R","R","R","TOR","KC","B",,,0,1,2023,"-0.07","1.01","-1.01","3.77",658668,679845,671221,2,9,"Top",,,,,623168,,,3.4513766988895833,-140.42000356083932,-3.503966878033563,-1.6419892961661982,29.501073179464193,-18.18478978826919,"3.51","1.66",,,,"99",2227,"7.5",716641,605447,623168,665489,593160,624415,669289,662139,595281,543807,"52.98",,,,,,,,74,2,"4-Seam Fastball",5,2,2,5,2,5,2,5,"Standard","Standard",194,"0","0.098"
"FF","2023-09-10","96.5","-2.49","6.19","Romano, Jordan",672580,605447,,"called_strike",,,,,3,"Maikel Garcia flies out to center fielder Kevin Kiermaier.","R","R","R","TOR","KC","S",,,0,0,2023,"-0.09","1.23","0.68","3.26",658668,679845,671221,2,9,"Top",,,,,623168,,,8.808701816176088,-140.26840848864597,-5.147060337940799,-3.032470246036309,30.094727939973403,-14.913115518080971,"3.48","1.64",,,,"98.7",2316,"7.5",716641,605447,623168,665489,593160,624415,669289,662139,595281,543807,"53.02",,,,,,,,74,1,"4-Seam Fastball",5,2,2,5,2,5,2,5,"Standard","Standard",200,"0","-0.136"
"SL","2023-09-10","88.7","-2.24","6.27","Romano, Jordan",676369,605447,"strikeout","swinging_strike",,,,,14,"Nelson Velazquez strikes out swinging.","R","R","R","TOR","KC","S",2,,2,2,2023,"0.43","-0.38","0.36","1.46",658668,679845,671221,1,9,"Top",,,,,623168,,,5.560199800305158,-129.16867057696967,-5.054481218162808,3.8022472452612197,24.168714605308487,-35.6869104163735,"3.48","1.76",,,,"90.8",2125,"7.3",716641,605447,623168,665489,593160,624415,669289,662139,595281,543807,"53.19",,0,"0",1,0,0,,73,6,"Slider",5,2,2,5,2,5,2,5,"Infield shade","Standard",78,"0.086","-0.654"
"SL","2023-09-10","85.9","-2.39","6.09","Romano, Jordan",676369,605447,,"foul",,,,,14,"Nelson Velazquez strikes out swinging.","R","R","R","TOR","KC","S",,,2,2,2023,"0.39","-0.27","0.05","1.42",658668,679845,671221,1,9,"Top",,,,,623168,,,5.0955520160355725,-125.1158384176448,-4.434706462845966,3.2680018725435467,21.650783680237524,-34.46082635359947,"3.48","1.76",55,"30.3",37,"88.3",2155,"7.4",716641,605447,623168,665489,593160,624415,669289,662139,595281,543807,"53.11",,,,,,,,73,5,"Slider",5,2,2,5,2,5,2,5,"Infield shade","Standard",72,"0","0"
"SL","2023-09-10","85.5","-2.4","6.1","Romano, Jordan",676369,605447,,"swinging_strike",,,,,14,"Nelson Velazquez strikes out swinging.","R","R","R","TOR","KC","S",,,2,1,2023,"0.44","-0.12","0.92","2.23",658668,679845,671221,1,9,"Top",,,,,623168,,,7.094547990410944,-124.4806971567545,-2.685694304042615,3.279583743913695,22.845830009832355,-33.14717687104723,"3.48","1.76",,,,"87.7",2227,"7.4",716641,605447,623168,665489,593160,624415,669289,662139,595281,543807,"53.07",,,,,,,,73,4,"Slider",5,2,2,5,2,5,2,5,"Infield shade","Standard",65,"0","-0.151"
"FF","2023-09-10","96.2","-2.77","5.89","Romano, Jordan",676369,605447,,"ball",,,,,12,"Nelson Velazquez strikes out swinging.","R","R","R","TOR","KC","B",,,1,1,2023,"-0.02","1.15","1.11","2.7",658668,679845,671221,1,9,"Top",,,,,623168,,,10.516585410508425,-139.763719912428,-5.612657194718016,-2.2942356058419326,27.09355135099354,-16.022014529737426,"3.6","1.79",,,,"98.4",2386,"7.3",716641,605447,623168,665489,593160,624415,669289,662139,595281,543807,"53.2",,,,,,,,73,3,"4-Seam Fastball",5,2,2,5,2,5,2,5,"Infield shade","Standard",196,"0","0.06"
"FF","2023-09-10","96.6","-2.87","5.81","Romano, Jordan",676369,605447,,"swinging_strike",,,,,6,"Nelson Velazquez strikes out swinging.","R","R","R","TOR","KC","S",,,1,0,2023,"-0.1","1.45","0.43","2.66",658668,679845,671221,1,9,"Top",,,,,623168,,,9.174724799831084,-140.35492883375912,-6.277540994616815,-3.2024398218557173,28.77064851713242,-11.758521316856996,"3.48","1.76",,,,"98.7",2329,"7.4",716641,605447,623168,665489,593160,624415,669289,662139,595281,543807,"53.15",,,,,,,,73,2,"4-Seam Fastball",5,2,2,5,2,5,2,5,"Standard","Standard",209,"0","-0.153"
"FF","2023-09-10","96.2","-2.62","6.06","Romano, Jordan",676369,605447,,"ball",,,,,11,"Nelson Velazquez strikes out swinging.","R","R","R","TOR","KC","B",,,0,0,2023,"-0.08","1.14","-0.19","4.02",658668,679845,671221,1,9,"Top",,,,,623168,,,6.752214155300455,-140.01306874262428,-2.475330621401796,-2.4794557411842257,30.663403535879745,-16.77954104461625,"3.52","1.71",,,,"98.3",2243,"7.4",716641,605447,623168,665489,593160,624415,669289,662139,595281,543807,"53.08",,,,,,,,73,1,"4-Seam Fastball",5,2,2,5,2,5,2,5,"Standard","Standard",200,"0","0.088"
"FF","2023-09-10","96.5","-2.98","5.85","Romano, Jordan",671221,605447,"walk","ball",,,,,11,"Drew Waters walks.","R","L","R","TOR","KC","B",,,3,1,2023,"-0.32","1.4","-1.13","3.44",658668,679845,,1,9,"Top",,,,,623168,,,5.7597304031419885,-140.42584656930342,-4.115731110854606,-5.458138448169955,30.362463432849253,-12.938432676811498,"3.56","1.62",,,,"98.4",2314,"7.3",716641,605447,623168,665489,593160,624415,669289,662139,595281,543807,"53.25",,0.695903,"0.7",1,0,0,,72,5,"4-Seam Fastball",5,2,2,5,2,5,2,5,"Standard","Standard",209,"-0.058","0.113"
"FF","2023-09-10","94.9","-2.86","5.98","Romano, Jordan",671221,605447,,"ball",,,,,11,"Drew Waters walks.","R","L","R","TOR","KC","B",,,2,1,2023,"-0.03","1.29","-0.94","4.65",658668,679845,,1,9,"Top",,,,,623168,,,5.207080925843478,-138.1342737754078,-0.7570237344158193,-1.528886294337729,29.65782270952525,-15.598142313787628,"3.6","1.71",,,,"96.8",2268,"7.3",716641,605447,623168,665489,593160,624415,669289,662139,595281,543807,"53.23",,,,,,,,72,4,"4-Seam Fastball",5,2,2,5,2,5,2,5,"Standard","Standard",197,"0","0.131"
"FF","2023-09-10","94.1","-2.79","5.89","Romano, Jordan",671221,605447,,"foul",,,,,12,"Drew Waters walks.","R","L","R","TOR","KC","S",,,2,0,2023,"-0.45","1.05","0.09","3.82",658668,679845,,1,9,"Top",,,,,623168,,,8.633088141907056,-136.75291352684553,-2.0009910188488744,-7.546286198189013,30.86050213181959,-18.723745400678297,"3.6","1.74",63,"64.8",3,"95.9",2269,"7.4",716641,605447,623168,665489,593160,624415,669289,662139,595281,543807,"53.06",,,,,,,,72,3,"4-Seam Fastball",5,2,2,5,2,5,2,5,"Standard","Standard",197,"0","-0.077"
"SL","2023-09-10","85.9","-2.94","5.95","Romano, Jordan",671221,605447,,"ball",,,,,14,"Drew Waters walks.","R","L","R","TOR","KC","B",,,1,0,2023,"0.31","-0.64","1.05","1.64",658668,679845,,1,9,"Top",,,,,623168,,,8.990797565341772,-124.83522057176417,-2.6802457343925785,1.421458902263868,24.74949647235322,-38.587471468662436,"3.63","1.67",,,,"87.5",2126,"7.3",716641,605447,623168,665489,593160,624415,669289,662139,595281,543807,"53.17",,,,,,,,72,2,"Slider",5,2,2,5,2,5,2,5,"Standard","Standard",71,"0","0.045"
"SL","2023-09-10","87.9","-2.58","6.09","Romano, Jordan",671221,605447,,"ball",,,,,14,"Drew Waters walks.","R","L","R","TOR","KC","B",,,0,0,2023,"0.25","-0.63","1.12","1.42",658668,679845,,1,9,"Top",,,,,623168,,,8.603318868235984,-127.8166264424255,-3.982946122164018,1.0279452954671195,25.428734530444736,-38.44727512160358,"3.65","1.67",,,,"89.5",2201,"7.2",716641,605447,623168,665489,593160,624415,669289,662139,595281,543807,"53.27",,,,,,,,72,1,"Slider",5,2,2,5,2,5,2,5,"Strategic","Standard",68,"0","0.032"
"FF","2023-09-10","98.4","-2.42","6.21","Romano, Jordan",679845,605447,"double","hit_into_play",,,,,3,"Nick Loftin doubles (4) on a fly ball to center fielder Kevin Kiermaier.   Edward Olivares to 3rd.","R","R","R","TOR","KC","X",8,"fly_ball",2,2,2023,"-0.04","1.4","0.47","2.91",,,658668,1,9,"Top",182.75,63.11,,,623168,,,8.106190024879352,-143.0235900968435,-6.8694725498097,-2.389278243180008,32.06887181448712,-11.580589120548279,"3.32","1.51",363,"96.5",27,"100.5",2231,"7.4",716641,605447,623168,665489,593160,624415,669289,662139,595281,543807,"53.07",0.343,0.549,"1.25",1,1,1,5,71,5,"4-Seam Fastball",5,2,2,5,2,5,2,5,"Standard","Standard",196,"-0.068","0.973"
"SL","2023-09-10","84.3","-2.49","6.17","Romano, Jordan",679845,605447,,"foul",,,,,5,"Nick Loftin doubles (4) on a fly ball to center fielder Kevin Kiermaier.   Edward Olivares to 3rd.","R","R","R","TOR","KC","S",,,2,1,2023,"0.3","-0.36","0","2.12",,,658668,1,9,"Top",,,,,623168,,,5.297102395987278,-122.64642297103909,-2.3405306382833615,1.9780278661518902,24.30307756131747,-35.55897229103088,"3.32","1.51",4,"82.7",-31,"85.7",2159,"7.2",716641,605447,623168,665489,593160,624415,669289,662139,595281,543807,"53.32",,,,,,,,71,4,"Slider",5,2,2,5,2,5,2,5,"Standard","Standard",69,"0","-0.064"
"SL","2023-09-10","86.2","-2.58","5.98","Romano, Jordan",679845,605447,,"swinging_strike",,,,,8,"Nick Loftin doubles (4) on a fly ball to center fielder Kevin Kiermaier.   Edward Olivares to 3rd.","R","R","R","TOR","KC","S",,,2,0,2023,"0.21","-0.37","0.23","1.49",,,658668,1,9,"Top",,,,,623168,,,6.366553719690018,-125.41322659265279,-3.7798936015430624,0.9798478287548935,24.17021496311453,-35.51367142984492,"3.32","1.51",,,,"87.9",2238,"7.2",716641,605447,623168,665489,593160,624415,669289,662139,595281,543807,"53.25",,,,,,,,71,3,"Slider",5,2,2,5,2,5,2,5,"Standard","Standard",62,"0","-0.072"
"SL","2023-09-10","86.7","-2.87","5.84","Romano, Jordan",679845,605447,,"ball",,,,,12,"Nick Loftin doubles (4) on a fly ball to center fielder Kevin Kiermaier.   Edward Olivares to 3rd.","R","R","R","TOR","KC","B",,,1,0,2023,"0.27","-0.49","1.15","2.58",,,658668,1,9,"Top",,,,,623168,,,9.19904147604187,-126.01563424418804,-0.5736556972479288,0.9848241635610312,25.32708651873089,-37.46684191986375,"3.5","1.62",,,,"88.1",2156,"7.2",716641,605447,623168,665489,593160,624415,669289,662139,595281,543807,"53.31",,,,,,,,71,2,"Slider",5,2,2,5,2,5,2,5,"Standard","Standard",98,"0","0.063"
"FF","2023-09-10","96.8","-2.31","6.3","Romano, Jordan",679845,605447,,"ball",,,,,11,"Nick Loftin doubles (4) on a fly ball to center fielder Kevin Kiermaier.   Edward Olivares to 3rd.","R","R","R","TOR","KC","B",,,0,0,2023,"-0.09","1.46","-0.58","4.47",,,658668,1,9,"Top",,,,,623168,,,4.916465161356057,-140.87486689210135,-2.7094307464253764,-2.2668055710740997,32.291185185725084,-12.381017922303014,"3.47","1.6",,,,"98.6",2247,"7.3",716641,605447,623168,665489,593160,624415,669289,662139,595281,543807,"53.22",,,,,,,,71,1,"4-Seam Fastball",5,2,2,5,2,5,2,5,"Standard","Standard",198,"0","0.042"
"FF","2023-09-10","96.1","-2.64","6.06","Romano, Jordan",686681,605447,"strikeout","called_strike",,,,,6,"Michael Massey called out on strikes.","R","L","R","TOR","KC","S",2,,3,2,2023,"-0.38","1.35","0.49","2.43",,,658668,0,9,"Top",,,,,623168,,,9.336676121506946,-139.5287230399502,-7.210342308647564,-7.082733707159996,31.949332535907384,-13.031207488852772,"3.59","1.69",,,,"97.9",2280,"7.5",716641,605447,623168,665489,593160,624415,669289,662139,595281,543807,"53.02",,0,"0",1,0,0,,70,7,"4-Seam Fastball",5,2,2,5,2,5,2,5,"Infield shade","Standard",204,"0.034","-0.447"
"FF","2023-09-10","98.2","-2.7","5.96","Romano, Jordan",686681,605447,,"foul",,,,,7,"Michael Massey called out on strikes.","R","L","R","TOR","KC","S",,,3,2,2023,"-0.5","1.14","-0.72","2.27",,,658668,0,9,"Top",,,,,623168,,,6.653796599623778,-142.8374050138619,-7.318132507039678,-8.334952501847317,32.15932314653141,-15.019219882970049,"3.58","1.74",198,"75.5",60,"100.2",2350,"7.3",716641,605447,623168,665489,593160,624415,669289,662139,595281,543807,"53.15",,,,,,,,70,6,"4-Seam Fastball",5,2,2,5,2,5,2,5,"Infield shade","Standard",208,"0","0"
"FF","2023-09-10","95.5","-3.07","5.83","Romano, Jordan",686681,605447,,"foul",,,,,4,"Michael Massey called out on strikes.","R","L","R","TOR","KC","S",,,3,1,2023,"-0.3","1.2","-0.68","2.53",,,658668,0,9,"Top",,,,,623168,,,7.097454124615669,-138.93263571685955,-5.889328615066158,-5.411090506700581,29.27291293349324,-15.512277874495467,"3.58","1.74",263,"77.7",46,"97.5",2303,"7.3",716641,605447,623168,665489,593160,624415,669289,662139,595281,543807,"53.22",,,,,,,,70,5,"4-Seam Fastball",5,2,2,5,2,5,2,5,"Standard","Standard",207,"0","-0.103"
"FF","2023-09-10","95.7","-3.06","5.84","Romano, Jordan",686681,605447,,"ball",,,,,11,"Michael Massey called out on strikes.","R","L","R","TOR","KC","B",,,2,1,2023,"-0.22","1.12","-1.15","3.11",,,658668,0,9,"Top",,,,,623168,,,5.61906442414506,-139.38234424022392,-4.21913052249105,-4.036185441784522,29.571017673273854,-16.842795606351356,"3.61","1.69",,,,"97.6",2207,"7.2",716641,605447,623168,665489,593160,624415,669289,662139,595281,543807,"53.31",,,,,,,,70,4,"4-Seam Fastball",5,2,2,5,2,5,2,5,"Standard","Standard",210,"0","0.151"
"FF","2023-09-10","95.3","-3.02","5.91","Romano, Jordan",686681,605447,,"ball",,,,,11,"Michael Massey called out on strikes.","R","L","R","TOR","KC","B",,,1,1,2023,"-0.3","1.11","-1.15","4.27",,,658668,0,9,"Top",,,,,623168,,,5.700581172582114,-138.7735313978844,-1.1968841612487313,-5.111470341385082,30.53939673022011,-17.7601400198091,"3.58","1.65",,,,"97.3",2294,"7.3",716641,605447,623168,665489,593160,624415,669289,662139,595281,543807,"53.17",,,,,,,,70,3,"4-Seam Fastball",5,2,2,5,2,5,2,5,"Standard","Standard",207,"0","0.063"
"FF","2023-09-10","96","-3.17","5.73","Romano, Jordan",686681,605447,,"swinging_strike",,,,,11,"Michael Massey called out on strikes.","R","L","R","TOR","KC","S",,,1,0,2023,"-0.58","1.16","-0.98","3.27",,,658668,0,9,"Top",,,,,623168,,,7.2337822527884885,-139.58051694959272,-3.587484674193433,-9.215224338544061,31.519375644958163,-16.385937730108935,"3.58","1.74",,,,"97.5",2278,"7.2",716641,605447,623168,665489,593160,624415,669289,662139,595281,543807,"53.32",,,,,,,,70,2,"4-Seam Fastball",5,2,2,5,2,5,2,5,"Standard","Standard",211,"0","-0.063"
"FF","2023-09-10","96","-3.14","5.87","Romano, Jordan",686681,605447,,"ball",,,,,11,"Michael Massey called out on strikes.","R","L","R","TOR","KC","B",,,0,0,2023,"-0.27","1.24","-1.37","2.83",,,658668,0,9,"Top",,,,,623168,,,5.378604616337391,-139.68040501823106,-5.369144449286967,-4.735818603115094,30.31915685771524,-14.937727197233357,"3.47","1.71",,,,"97.7",2187,"7.2",716641,605447,623168,665489,593160,624415,669289,662139,595281,543807,"53.33",,,,,,,,70,1,"4-Seam Fastball",5,2,2,5,2,5,2,5,"Standard","Standard",208,"0","0.045"
"SL","2023-09-10","86.9","-2.96","6.02","Romano, Jordan",658668,605447,"single","hit_into_play",,,,,8,"Edward Olivares singles on a line drive to left fielder Daulton Varsho.","R","R","R","TOR","KC","X",7,"line_drive",1,0,2023,"0.37","-0.22","-0.11","2.21",,,,0,9,"Top",83.38,86.71,,,623168,,,6.196186780233095,-126.50224476055595,-2.550310461353915,2.7753703738543036,24.953467252608263,-34.26316076045834,"3.57","1.73",213,"95.8",12,"88.7",2172,"7.3",716641,605447,623168,665489,593160,624415,669289,662139,595281,543807,"53.18",0.923,0.885,"0.9",1,1,0,4,69,2,"Slider",5,2,2,5,2,5,2,5,"Standard","Standard",81,"-0.036","0.351"
"SL","2023-09-10","85.9","-3.1","5.88","Romano, Jordan",658668,605447,,"ball",,,,,11,"Edward Olivares singles on a line drive to left fielder Daulton Varsho.","R","R","R","TOR","KC","B",,,0,0,2023,"0.3","-0.02","-1.32","3.1",,,,0,9,"Top",,,,,623168,,,3.6522132432190295,-125.11687032227647,-0.3196208508510129,2.4735193754079723,24.033654445565325,-32.49827952824006,"3.68","1.73",,,,"87.3",2138,"7",716641,605447,623168,665489,593160,624415,669289,662139,595281,543807,"53.48",,,,,,,,69,1,"Slider",5,2,2,5,2,5,2,5,"Standard","Standard",116,"0","0.036"
"FF","2023-09-08","95.6","-2.26","6.16","Romano, Jordan",658668,605447,"field_out","hit_into_play",,,,,3,"Edward Olivares flies out to center fielder Kevin Kiermaier.","R","R","R","TOR","KC","X",8,"fly_ball",1,2,2023,"-0.11","1.46","0.31","3.3",,672580,521692,2,9,"Top",147.84,83.49,,,623168,,,7.210639955923553,-138.9431080576714,-5.251333239637714,-3.2317929879483223,35.434723287220194,-12.388597590524089,"3.58","1.74",342,"89.9",27,"97.3",2181,"7.6",716673,605447,623168,665489,676391,669289,666182,593160,595281,543807,"52.86",0.086,0.119,"0",1,0,0,3,78,6,"4-Seam Fastball",5,4,4,5,4,5,4,5,"Standard","Standard",193,"0.14","-0.338"
"FF","2023-09-08","96.8","-2.24","6.25","Romano, Jordan",658668,605447,,"foul",,,,,3,"Edward Olivares flies out to center fielder Kevin Kiermaier.","R","R","R","TOR","KC","S",,,1,2,2023,"-0.21","1.41","0.76","3.25",,672580,521692,2,9,"Top",,,,,623168,,,8.687050725976674,-140.4946111600039,-5.6792805101845,-5.014163538396606,36.774408479899755,-12.479857975578177,"3.58","1.74",,,,"98.2",2216,"7.6",716673,605447,623168,665489,676391,669289,666182,593160,595281,543807,"52.92",,,,,,,,78,5,"4-Seam Fastball",5,4,4,5,4,5,4,5,"Standard","Standard",198,"0","0"
"SL","2023-09-08","86.3","-2.41","6.1","Romano, Jordan",658668,605447,,"foul",,,,,14,"Edward Olivares flies out to center fielder Kevin Kiermaier.","R","R","R","TOR","KC","S",,,1,2,2023,"0.26","-0.31","0.54","1.06",,672580,521692,2,9,"Top",,,,,623168,,,6.621844148736996,-125.40915610885017,-5.132667671039811,1.2038284518505122,28.096891247186974,-34.531287487361915,"3.58","1.74",2,"68.3",-28,"87.6",2232,"7.4",716673,605447,623168,665489,676391,669289,666182,593160,595281,543807,"53.07",,,,,,,,78,4,"Slider",5,4,4,5,4,5,4,5,"Standard","Standard",40,"0","0"
"FF","2023-09-08","95.5","-2.55","5.94","Romano, Jordan",658668,605447,,"swinging_strike",,,,,2,"Edward Olivares flies out to center fielder Kevin Kiermaier.","R","R","R","TOR","KC","S",,,1,1,2023,"-0.3","1.65","0.24","3.61",,672580,521692,2,9,"Top",,,,,623168,,,8.191625209989933,-138.64259821046898,-4.177180366499781,-6.065064452908718,37.06710113598473,-10.360818054453231,"3.58","1.74",,,,"96.5",2300,"7.5",716673,605447,623168,665489,676391,669289,666182,593160,595281,543807,"53.04",,,,,,,,78,3,"4-Seam Fastball",5,4,4,5,4,5,4,5,"Standard","Standard",203,"0","-0.11"
"FF","2023-09-08","95.3","-2.18","6.26","Romano, Jordan",658668,605447,,"ball",,,,,12,"Edward Olivares flies out to center fielder Kevin Kiermaier.","R","R","R","TOR","KC","B",,,0,1,2023,"0.17","1.47","2.14","4.83",,672580,521692,2,9,"Top",,,,,623168,,,11.182659027056902,-138.29166283481624,-1.3397589159168706,-0.6412716081955067,34.813705232797055,-13.350311458458066,"3.49","1.67",,,,"96.6",2258,"7.5",716673,605447,623168,665489,676391,669289,666182,593160,595281,543807,"53",,,,,,,,78,2,"4-Seam Fastball",5,4,4,5,4,5,4,5,"Standard","Standard",190,"0","0.04"
"FF","2023-09-08","95.7","-2.33","6.03","Romano, Jordan",658668,605447,,"called_strike",,,,,6,"Edward Olivares flies out to center fielder Kevin Kiermaier.","R","R","R","TOR","KC","S",,,0,0,2023,"-0.41","1.41","0.79","2.71",,672580,521692,2,9,"Top",,,,,623168,,,9.343783370464386,-138.91831473402166,-6.389485823834459,-7.653433781298261,35.13700357085212,-12.597543059975683,"3.58","1.63",,,,"97",2313,"7.5",716673,605447,623168,665489,676391,669289,666182,593160,595281,543807,"53.05",,,,,,,,78,1,"4-Seam Fastball",5,4,4,5,4,5,4,5,"Standard","Standard",203,"0","-0.063"
"SL","2023-09-08","87.8","-2.4","6.07","Romano, Jordan",521692,605447,"single","hit_into_play",,,,,14,"Salvador Perez singles on a line drive to left fielder Whit Merrifield.   Kyle Isbel scores.    Maikel Garcia to 2nd.","R","R","R","TOR","KC","X",7,"line_drive",1,2,2023,"0.27","-0.11","1.2","1.92",,664728,672580,2,9,"Top",78.87,97.19,,,623168,,,8.335077622438355,-127.54398664889654,-3.733975239821158,1.1981874669116495,27.068114452731415,-32.746082109843066,"3.59","1.72",190,"77.5",15,"89.5",2153,"7.5",716673,605447,623168,665489,676391,669289,666182,593160,595281,543807,"53",0.789,0.73,"0.9",1,1,0,4,77,4,"Slider",5,3,3,5,4,5,4,5,"Standard","Standard",64,"-0.067","1.007"
"SL","2023-09-08","88.7","-2.06","6.19","Romano, Jordan",521692,605447,,"blocked_ball",,,,,14,"Salvador Perez singles on a line drive to left fielder Whit Merrifield.   Kyle Isbel scores.    Maikel Garcia to 2nd.","R","R","R","TOR","KC","B",,,0,2,2023,"0.26","-0.67","1.13","-0.46",,664728,672580,2,9,"Top",,,,,623168,,,7.451042401433912,-128.69654682796664,-8.893706843390952,1.1400680762680988,29.242328226524705,-37.75279886773356,"3.54","1.61",,,,"90.5",2329,"7.8",716673,605447,623168,665489,676391,669289,666182,593160,595281,543807,"52.72",,,,,,,,77,3,"Slider",5,3,3,5,3,5,3,5,"Standard","Standard",41,"0","0.028"
"FF","2023-09-08","97.1","-2.07","6.32","Romano, Jordan",521692,605447,,"foul",,,,,2,"Salvador Perez singles on a line drive to left fielder Whit Merrifield.   Kyle Isbel scores.    Maikel Garcia to 2nd.","R","R","R","TOR","KC","S",,,0,1,2023,"-0.26","1.53","0.03","3.35",,664728,672580,2,9,"Top",,,,,623168,,,6.348328777521544,-141.13614108933095,-5.961980359467509,-5.097987118454824,35.18679480517897,-10.624950230776639,"3.59","1.72",201,"75.8",59,"98.6",2299,"7.4",716673,605447,623168,665489,676391,669289,666182,593160,595281,543807,"53.11",,,,,,,,77,2,"4-Seam Fastball",5,3,3,5,3,5,3,5,"Standard","Standard",196,"0","-0.098"
